"filename", "language", "Rust", "comment", "blank", "total"
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + loop/2334e502/wrong.rs", "Rust", 9, 1, 3, 13
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + loop/2445e499/right.rs", "Rust", 14, 0, 2, 16
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + loop/2445e499/wrong.rs", "Rust", 17, 0, 3, 20
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + loop/2580e502/right.rs", "Rust", 38, 0, 5, 43
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + loop/2580e502/wrong.rs", "Rust", 38, 1, 4, 43
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + loop/2724e499/right.rs", "Rust", 42, 0, 10, 52
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + loop/2724e499/wrong.rs", "Rust", 35, 2, 8, 45
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + loop/800e502/right.rs", "Rust", 29, 6, 6, 41
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + loop/800e502/wrong.rs", "Rust", 27, 9, 6, 42
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + match + return_ref/863e505/right.rs", "Rust", 29, 1, 2, 32
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + match + return_ref/863e505/wrong.rs", "Rust", 29, 0, 4, 33
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/1003e502/wrong.rs", "Rust", 34, 8, 11, 53
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/1542e515/right.rs", "Rust", 11, 2, 4, 17
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/1542e515/wrong.rs", "Rust", 11, 2, 4, 17
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/2321e502/wrong.rs", "Rust", 23, 1, 3, 27
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/2356e502/right.rs", "Rust", 26, 0, 6, 32
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/2356e502/wrong.rs", "Rust", 22, 1, 6, 29
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/2409e502/wrong.rs", "Rust", 13, 1, 2, 16
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/2515e502/right.rs", "Rust", 35, 2, 0, 37
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/2515e502/wrong.rs", "Rust", 36, 0, 1, 37
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/2601e502/right.rs", "Rust", 21, 1, 3, 25
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/2601e502/wrong.rs", "Rust", 19, 2, 2, 23
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/2687e499/right.rs", "Rust", 40, 7, 9, 56
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/2687e499/wrong.rs", "Rust", 30, 7, 7, 44
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/3269e506/right.rs", "Rust", 16, 0, 4, 20
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/3269e506/wrong.rs", "Rust", 16, 0, 4, 20
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/3465e502/right.rs", "Rust", 40, 4, 6, 50
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/3465e502/wrong.rs", "Rust", 40, 5, 8, 53
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/96e502/right.rs", "Rust", 9, 0, 1, 10
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call + return_ref/96e502/wrong.rs", "Rust", 9, 4, 2, 15
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/1167e507/wrong.rs", "Rust", 25, 0, 3, 28
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/1203e382/right.rs", "Rust", 25, 0, 5, 30
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/1203e382/wrong.rs", "Rust", 25, 0, 5, 30
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/131e502/right.rs", "Rust", 17, 2, 6, 25
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/131e502/wrong.rs", "Rust", 17, 3, 7, 27
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/192e597/right.rs", "Rust", 9, 2, 3, 14
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/192e597/wrong.rs", "Rust", 10, 0, 11, 21
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/1971e382/right.rs", "Rust", 15, 0, 5, 20
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/1971e382/wrong.rs", "Rust", 15, 0, 4, 19
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/2220e382/right.rs", "Rust", 18, 0, 3, 21
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/2220e382/wrong.rs", "Rust", 17, 0, 3, 20
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/2271e499/right.rs", "Rust", 35, 0, 4, 39
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/2271e499/wrong.rs", "Rust", 40, 0, 4, 44
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/2472e499/right.rs", "Rust", 14, 0, 3, 17
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/2472e499/wrong.rs", "Rust", 13, 0, 3, 16
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/2739e507/right.rs", "Rust", 15, 0, 1, 16
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/2739e507/wrong.rs", "Rust", 16, 0, 2, 18
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/2883e502/right.rs", "Rust", 18, 0, 4, 22
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/2883e502/wrong.rs", "Rust", 18, 1, 4, 23
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/3101e502/right.rs", "Rust", 9, 1, 0, 10
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/3101e502/wrong.rs", "Rust", 8, 2, 0, 10
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/3164e507/right.rs", "Rust", 24, 0, 3, 27
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/3164e507/wrong.rs", "Rust", 24, 0, 3, 27
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/3176e382/right.rs", "Rust", 18, 0, 2, 20
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/3176e382/wrong.rs", "Rust", 17, 0, 2, 19
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/3348e382/wrong.rs", "Rust", 28, 0, 8, 36
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/376e507/right.rs", "Rust", 33, 3, 7, 43
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/376e507/wrong.rs", "Rust", 20, 0, 6, 26
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/653e502/right.rs", "Rust", 15, 0, 3, 18
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/method_call/653e502/wrong.rs", "Rust", 15, 2, 3, 20
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/1215e716/right.rs", "Rust", 12, 0, 2, 14
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/1215e716/wrong.rs", "Rust", 10, 0, 1, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/1378e382/right.rs", "Rust", 22, 1, 6, 29
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/1378e382/wrong.rs", "Rust", 22, 1, 6, 29
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/2243e716/right.rs", "Rust", 12, 0, 3, 15
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/2243e716/wrong.rs", "Rust", 12, 0, 3, 15
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/2439e382/right.rs", "Rust", 27, 0, 5, 32
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/2439e382/wrong.rs", "Rust", 25, 0, 5, 30
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/2750e716/wrong.rs", "Rust", 8, 1, 3, 12
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/287e506/right.rs", "Rust", 7, 1, 0, 8
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/287e506/wrong.rs", "Rust", 6, 1, 1, 8
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/299e502/right.rs", "Rust", 6, 0, 2, 8
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/299e502/wrong.rs", "Rust", 6, 1, 2, 9
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/3048e382/right.rs", "Rust", 14, 1, 9, 24
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/3048e382/wrong.rs", "Rust", 26, 1, 11, 38
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/3234e716/right.rs", "Rust", 9, 0, 2, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/3234e716/wrong.rs", "Rust", 9, 0, 2, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/354e506/wrong.rs", "Rust", 6, 0, 0, 6
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/363e502/right.rs", "Rust", 6, 0, 2, 8
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/363e502/wrong.rs", "Rust", 6, 1, 3, 10
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/530e382/right.rs", "Rust", 11, 0, 4, 15
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/530e382/wrong.rs", "Rust", 8, 1, 2, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/608e502/right.rs", "Rust", 8, 0, 2, 10
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/608e502/wrong.rs", "Rust", 8, 1, 2, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/743e506/right.rs", "Rust", 11, 0, 2, 13
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification/stackoverflow/not/743e506/wrong.rs", "Rust", 11, 4, 1, 16
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/func_call + return_ref/e515/1.rs", "Rust", 6, 0, 5, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/func_call/e106/1.rs", "Rust", 5, 0, 4, 9
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/func_call/e382/1.rs", "Rust", 7, 0, 5, 12
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/func_call/e499/1.rs", "Rust", 6, 0, 6, 12
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/func_call/e502/1.rs", "Rust", 6, 0, 6, 12
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/func_call/e502/2.rs", "Rust", 9, 0, 2, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/func_call/e502/3.rs", "Rust", 9, 0, 2, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/func_call/e502/4.rs", "Rust", 6, 0, 6, 12
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/func_call/e505/1.rs", "Rust", 8, 0, 5, 13
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/func_call/e597/1.rs", "Rust", 9, 0, 7, 16
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/loop/e382/1.rs", "Rust", 6, 0, 7, 13
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/loop/e499/1.rs", "Rust", 8, 0, 4, 12
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/loop/e502/1.rs", "Rust", 6, 0, 3, 9
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/loop/e502/2.rs", "Rust", 6, 0, 3, 9
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/loop/e506/1.rs", "Rust", 7, 0, 5, 12
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/loop/e506/2.rs", "Rust", 7, 0, 4, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/match/e382/1.rs", "Rust", 9, 0, 0, 9
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/match/e505/1.rs", "Rust", 10, 0, 1, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/match/e507/1.rs", "Rust", 8, 1, 0, 9
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + func_call + return_ref/e499/1.rs", "Rust", 9, 0, 2, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + func_call + return_ref/e502/1.rs", "Rust", 9, 0, 2, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + func_call + return_ref/e505/1.rs", "Rust", 10, 0, 4, 14
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + loop + return_ref/e499/1.rs", "Rust", 17, 0, 10, 27
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + loop/e382/1.rs", "Rust", 6, 0, 3, 9
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + loop/e499/1.rs", "Rust", 14, 0, 8, 22
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + loop/e502/1.rs", "Rust", 14, 0, 7, 21
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + loop/e502/2.rs", "Rust", 14, 0, 8, 22
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + loop/e502/3.rs", "Rust", 19, 7, 12, 38
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + loop/e505/1.rs", "Rust", 7, 0, 2, 9
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + return_ref/e499/1.rs", "Rust", 12, 0, 3, 15
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + return_ref/e499/2.rs", "Rust", 15, 0, 15, 30
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + return_ref/e499/3.rs", "Rust", 16, 0, 14, 30
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + return_ref/e499/4.rs", "Rust", 17, 0, 10, 27
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + return_ref/e502/1.rs", "Rust", 12, 0, 3, 15
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + return_ref/e502/2.rs", "Rust", 13, 0, 4, 17
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + return_ref/e502/3.rs", "Rust", 16, 0, 14, 30
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + return_ref/e502/4.rs", "Rust", 15, 0, 15, 30
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call + return_ref/e506/1.rs", "Rust", 17, 0, 13, 30
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e382/1.rs", "Rust", 10, 0, 5, 15
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e382/2.rs", "Rust", 12, 0, 10, 22
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e382/3.rs", "Rust", 15, 0, 4, 19
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e499/1.rs", "Rust", 15, 1, 5, 21
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e499/2.rs", "Rust", 14, 1, 6, 21
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e502/1.rs", "Rust", 12, 1, 4, 17
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e502/2.rs", "Rust", 15, 0, 6, 21
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e502/3.rs", "Rust", 15, 0, 5, 20
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e502/4.rs", "Rust", 16, 0, 5, 21
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e502/5.rs", "Rust", 15, 1, 5, 21
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e502/6.rs", "Rust", 12, 0, 5, 17
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e502/7.rs", "Rust", 12, 0, 4, 16
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e505/1.rs", "Rust", 11, 0, 4, 15
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e505/2.rs", "Rust", 13, 0, 10, 23
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e505/3.rs", "Rust", 15, 0, 4, 19
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e507/1.rs", "Rust", 13, 0, 9, 22
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e507/2.rs", "Rust", 13, 0, 9, 22
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e507/3.rs", "Rust", 11, 0, 4, 15
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/method_call/e515/1.rs", "Rust", 9, 0, 2, 11
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/not/e382/1.rs", "Rust", 6, 2, 2, 10
"/home/zhangzhicong/.ssh/Rust-Recommender/spider_stackoverflow/classification2/createnew/not/e382/2.rs", "Rust", 5, 0, 0, 5
